author,description,format,genre,month,pages,publisher,rating,title,year,best_seller
Ellen Oh,"Whether it is basketball dreams, family fiascos, first crushes, or new neighborhoods, this bold anthology—written by the best children’s authors—celebrates the uniqueness and universality in all of us.",Hardcover,Short Stories,January,240,Crown Books for Young Readers,4.11,Flying Lessons & Other Stories,2017.0,0
Soman Chainani,"With every end comes a new beginning in the fourth installment of Soman Chainani’s New York Times bestselling School for Good and Evil series, Quests for Glory. Join Sophie, Agatha, Tedros, and the other students as they begin a new era in the Endless Woods—The Camelot Years—where Evers and Nevers alike must move beyond the bounds of school and into the biggest, boldest ad",Hardcover,Fantasy,September,568,HarperCollins,4.29,Quests for Glory,2017.0,0
Katherine Applegate,"<i>Trees can't tell jokes, but they can certainly tell stories. . . .</i>",Hardcover,Childrens,September,224,Feiwel & Friends,4.3,Wishtree,2017.0,0
Tui T. Sutherland,"The war is over. The false prophecy has been fulfilled. But the dragonets still have enemies. A dark evil, buried for centuries, is stirring.",Hardcover,Fantasy,December,336,Scholastic Press,4.6,Talons of Power,2016.0,0
Ali Standish,"Ethan had been many things. He was always ready for adventure and always willing to accept a dare, especially from his best friend, Kacey. But that was before. Before the accident that took Kacey from him. Before his family moved from Boston to the small town of Palm Knot, Georgia.",Hardcover,Childrens,January,368,HarperCollins,4.29,The Ethan I Was Before,2017.0,0
Sally J. Pla,Charlie wishes his life could be as predictable and simple as chicken nuggets.,Hardcover,Childrens,January,327,HarperCollins,4.27,The Someday Birds,2017.0,0
Jonathan Stroud,"Five months after the events in THE CREEPING SHADOW, we join Lockwood, Lucy, George, Holly, and their associate Quill Kipps on a perilous night mission: they have broken into the booby-trapped Fittes Mausoleum, where the body of the legendary psychic heroine Marissa Fittes lies. Or does it?",Hardcover,Fantasy,September,437,Disney-Hyperion,4.59,The Empty Grave,2017.0,0
Kimberly Brubaker Bradley,"Ada and her younger brother, Jamie, now have a permanent home with their loving legal guardian, Susan Smith. Although Jamie adapts more easily, Ada still struggles with the aftermath of her old life, and how to fit into her new life.",Hardcover,Historical,October,389,Dial Books,4.52,The War I Finally Won,2017.0,0
Lauren Baratz-Logsted,"It’s 1969 and the country is gearing up for what looks to be the most exciting moment in U.S. history: men landing on the moon. Ten-year-old Mamie’s class is given an assignment to write letters to the astronauts. All the girls write to Neil Armstrong (""So cute!"") and all the boys write to Buzz Aldrin (""So cool!""). Only Mamie writes to Michael Collins, the astronaut who wi",Hardcover,Historical,June,240,"Farrar, Straus and Giroux (BYR",4.14,"I Love You, Michael Collins",2017.0,0
R.J. Palacio,"The unforgettable bestseller Wonder, soon to be a major motion picture, has inspired a nationwide movement to Choose Kind. Now parents and educators can introduce the importance of choosing kind to younger readers with this gorgeous picture book, featuring Auggie and Daisy on an original adventure, written and illustrated by R. J. Palacio.",Hardcover,Childrens,March,32,Alfred A. Knopf Books for Young Readers,4.29,We're All Wonders,2017.0,0
Malala Yousafzai,"<b>Nobel Peace Prize winner and New York Times bestselling author Malala Yousafzai's first picture book, inspired by her own childhood.</b>",Hardcover,Childrens,October,48,"Little, Brown Books for Young Readers",4.53,Malala's Magic Pencil,2017.0,0
Chelsea Clinton,"<b>Chelsea Clinton introduces tiny feminists, mini activists and little kids who are ready to take on the world to thirteen inspirational women who never took no for an answer, and who always, inevitably and without fail, persisted.</b>",Hardcover,Childrens,May,32,Philomel Books,4.42,She Persisted: 13 American Women Who Changed the World,2017.0,0
Kate Messner,In this gorgeous companion to the acclaimed ,Hardcover,Childrens,March,48,Chronicle Books,4.04,Over and Under the Pond,2017.0,0
Emily Jenkins,"From a heavyweight author-and-illustrator duo comes a delicious tongue twister of a picture book that features a little round greyhound and a little round groundhog. With very spare, incredibly lively language, this is an entertaining read-aloud, with two amazing and oh-so-adorable characters at its heart. ",Hardcover,Childrens,January,32,Schwartz & Wade Books,3.6,"A Greyhound, a Groundhog",2017.0,0
Mac Barnett,"<b>Multi-award-winning, New York Times best-selling duo Mac Barnett and Jon Klassen conspire again on a slyly funny tale about some very sneaky shapes.</b>",Hardcover,Childrens,March,48,Candlewick Press,3.78,Triangle,2017.0,0
Corinna Luyken,"<b><i>Zoom</i> meets <i>Beautiful Oops!</i> in this memorable picture book debut about the creative process, and the way in which ""mistakes"" can blossom into inspiration.</b>",Hardcover,Childrens,April,56,Dial Books,4.2,The Book of Mistakes,2017.0,0
Stephanie Graegin,<b>A wordless picture book in which two friends follow a young fox deep into the woods and discover a wondrous and magical world.</b>,Hardcover,Childrens,February,40,Schwartz & Wade Books,4.28,Little Fox in the Forest,2017.0,0
Drew Daywalt,You’ve played the game. Now read the legend of how it all began . . .,Hardcover,Childrens,April,46,Balzer + Bray,4.29,The Legend of Rock Paper Scissors,2017.0,0
Cynthia Levinson,"Meet the youngest known child to be arrested for a civil rights protest in Birmingham, Alabama, 1963, in this moving picture book that proves you’re never too little to make a difference.",Hardcover,Childrens,January,40,Atheneum Books for Young Readers,4.41,"The Youngest Marcher: The Story of Audrey Faye Hendricks, a Young Civil Rights Activist",2017.0,0
Bao Phi,"As a young boy, Bao Phi awoke early, hours before his father's long workday began, to fish on the shores of a small pond in Minneapolis. Unlike many other anglers, Bao and his father fished for food, not recreation. A successful catch meant a fed family. Between hope-filled casts, Bao's father told him about a different pond in their homeland of Vietnam.",Hardcover,Childrens,August,32,Picture Window Books,4.27,A Different Pond,2017.0,0
Jonathan London,<b>Get ready for a rainy-day adventure with Duck and Hippo!</b>,Hardcover,Childrens,March,32,Two Lions,3.96,Duck and Hippo in the Rainstorm,2017.0,0
Bill Martin Jr.,Sleepy little monkey won't get out of bed. ,Hardcover,Childrens,January,32,Scholastic Press,3.75,Spunky Little Monkey,2017.0,0
Jen Campbell,"Franklin the dragon loves stories and loves reading stories to people too, but everyone is too scared to even talk to him. One day, he meets a girl named Luna who, rather than being afraid, is fascinated to meet Franklin, having recently read all about dragons in one of her books. They instantly become friends and talk nonstop about what they’ve read: books about roller-sk",Hardcover,Childrens,October,32,Thames  Hudson,4.3,Franklin's Flying Bookshop,2017.0,0
Ryan T.  Higgins,"All Rupert the mouse wants is to star in a beautiful, wordless picturebook. One that's visually stimulating! With scenic pictures! And style! He has plenty of ideas about what makes a great book, but his friends just WON'T. STOP. TALKING.",Hardcover,Childrens,April,40,Disney-Hyperion,4.2,Be Quiet!,2017.0,0
Jessie Sima,In the tradition of ,Hardcover,Childrens,February,36,Simon  Schuster Books for Young Readers,4.46,Not Quite Narwhal,2017.0,0
Gaia Cornwall,"<b>Working up the courage to take a big, important leap is hard, but Jabari is <i>almost</i> absolutely ready to make a giant splash.</b>",Hardcover,Childrens,May,32,Candlewick Press,4.3,Jabari Jumps,2017.0,0
Josh Funk,"<b> <i>""Uncle,” Crossaint said, “the fridge is in trouble! </i> </b>",Hardcover,Childrens,May,40,Sterling Children's Books,4.0,The Case of the Stinky Stench,2017.0,0
Chris Colfer,<b>A companion picture book to the Land of Stories Series.</b>,Hardcover,Childrens,July,32,"Little, Brown Books for Young Readers",4.09,Trollbella Throws a Party: A Tale from the Land of Stories,2017.0,0
Dan Santat,<b>From the <i>New York Times</i>–bestselling creator of <i>The Adventures of Beekle: The Unimaginary Friend</i> comes the inspiring epilogue to the beloved classic nursery rhyme Humpty Dumpty.</b>,Hardcover,Childrens,October,40,Roaring Brook Press,4.51,After the Fall: How Humpty Dumpty Got Back up Again,2017.0,0
Stephen King,"An unspeakable crime. A confounding investigation. At a time when the King brand has never been stronger, he has delivered one of his most unsettling and compulsively readable stories.",Hardcover,Horror,May,561,Scribner,4.07,The Outsider,2018.0,0
A.J. Finn,"Anna Fox lives alone—a recluse in her New York City home, unable to venture outside. She spends her day drinking wine (maybe too much), watching old movies, recalling happier times . . . and spying on her neighbors.",Hardcover,Mystery,January,431,William Morrow,3.96,The Woman in the Window,2018.0,0
Robert Galbraith,"<i>“I seen a kid killed…He strangled it, up by the horse.”</i>",Hardcover,Mystery,September,650,Mulholland Books,4.3,Lethal White,2018.0,0
Greer Hendricks,"When you read this book, you will make many assumptions.",Hardcover,Thriller,January,346,St. Martin's Press,3.85,The Wife Between Us,2018.0,0
Lisa Jewell,THEN,Hardcover,Mystery,April,359,Atria Books,4.09,Then She Was Gone,2018.0,0
Bill Clinton,<i>The President Is Missing</i>,Hardcover,Fiction,June,513,"Little, Brown and Company and Knopf",3.87,The President Is Missing,2018.0,0
Ruth Ware,"On a day that begins like any other, Hal receives a mysterious letter bequeathing her a substantial inheritance. She realizes very quickly that the letter was sent to the wrong person—but also that the cold-reading skills she’s honed as a tarot card reader might help her claim the money.",Hardcover,Mystery,May,368,Gallery/Scout Press,3.84,The Death of Mrs. Westaway,2018.0,0
Jane Harper,Five women reluctantly pick up their backpacks and start walking along a muddy track.,Hardcover,Mystery,February,326,Flatiron Books,3.87,Force of Nature,2017.0,0
Alice Feeney,<b> <i>My name is Amber Reynolds. There are three things you should know about me:</i> </b>,Hardcover,Thriller,March,262,Flatiron Books,3.86,Sometimes I Lie,2018.0,0
Stuart Turton,<b>The Rules of Blackheath</b>,Hardcover,Mystery,September,438,Sourcebooks Landmark,4.03,The 7½ Deaths of Evelyn Hardcastle,2018.0,0
Catherine Steadman,"<b>A shocking discovery on a honeymoon in paradise changes the lives of a picture-perfect couple in this taut psychological thriller debut--for readers of Ruth Ware, Paula Hawkins, and Shari Lapena.</b>",Hardcover,Fiction,June,342,Ballantine,3.66,Something in the Water,2018.0,0
C.J. Tudor,"In 1986, Eddie and his friends are just kids on the verge of adolescence. They spend their days biking around their sleepy English village and looking for any taste of excitement they can get. The chalk men are their secret code: little chalk stick figures they leave for one another as messages only they can understand. But then a mysterious chalk man leads them right to a",Hardcover,Mystery,January,280,Crown Publishing Group (NY,3.73,The Chalk Man,2018.0,0
Sujata Massey,"Bombay, 1921: Perveen Mistry, the daughter of a respected Zoroastrian family, has just joined her father's law firm, becoming one of the first female lawyers in India. Armed with a legal education from Oxford, Perveen also has a tragic personal history that makes her especially devoted to championing and protecting women's rights. ",Hardcover,Mystery,January,385,Soho Press,3.94,The Widows of Malabar Hill,2018.0,0
J.D. Robb,Lieutenant Eve Dallas puzzles over a bizarre suicide bombing in a Wall St. office building in the latest in the #1 New York Times bestselling series…,Hardcover,Mystery,September,385,St. Martin's Press,4.37,Leverage in Death,2018.0,0
B.A. Paris,"Finn and Layla are young, in love, and on vacation. They’re driving along the highway when Finn decides to stop at a service station to use the restroom. He hops out of the car, locks the doors behind him, and goes inside. When he returns Layla is gone—never to be seen again. That is the story Finn told to the police. But it is not the whole story.",Hardcover,Mystery,June,291,St. Martin's Press,3.5,Bring Me Back,2018.0,0
Simone St. James,<b>A breakout suspense novel from the award-winning author of <i>The Haunting of Maddy Clare</i>.</b>,Hardcover,Mystery,March,336,Berkley Books,4.08,The Broken Girls,2018.0,0
